contrato_id,customer_id,plano_id,data_inicio,data_cancelamento,fidelidade_meses,status,motivo_cancelamento
1115,1115,3,2022-07-17,,24.0,ativo,
1116,1116,3,2023-07-08,,,ativo,
1117,1117,3,2024-01-04,,12.0,ativo,
1118,1118,2,2023-07-08,,,ativo,
1119,1119,1,2023-09-29,,24.0,ativo,
1120,1120,3,2023-07-01,,,ativo,
1121,1121,2,2023-06-01,,,ativo,
1122,1122,2,2023-05-30,,24.0,ativo,
1123,1123,3,2023-03-27,,24.0,ativo,
1124,1124,2,2023-06-21,,24.0,ativo,
1125,1125,3,2022-01-04,2022-04-21,,cancelado,Preço alto
1126,1126,2,2022-12-21,,24.0,ativo,
1127,1127,3,2022-07-15,,24.0,ativo,
1128,1128,1,2022-09-01,2022-12-18,24.0,cancelado,Problemas de rede
1129,1129,2,2022-03-27,,,ativo,
1130,1130,2,2022-05-10,2023-04-14,24.0,cancelado,Problemas de rede
1131,1131,1,2024-06-19,,12.0,ativo,
1132,1132,4,2023-12-22,2024-06-17,12.0,cancelado,Outros
1133,1133,3,2023-04-16,,12.0,ativo,
1134,1134,2,2022-04-22,,,ativo,
1135,1135,1,2022-05-28,,24.0,ativo,
1136,1136,4,2022-05-09,,24.0,ativo,
1137,1137,1,2022-05-29,,,ativo,
1138,1138,1,2024-02-03,,24.0,ativo,
1139,1139,4,2024-03-04,,,ativo,
1140,1140,4,2022-10-08,,,ativo,
1141,1141,2,2022-12-28,,12.0,ativo,
1142,1142,3,2023-06-26,,24.0,ativo,
1143,1143,2,2023-02-10,,24.0,ativo,
1144,1144,1,2022-08-07,,,ativo,
1145,1145,1,2022-05-09,2022-11-16,,cancelado,Migracao para concorrente
1146,1146,1,2022-08-15,2024-07-04,12.0,cancelado,Preço alto
1147,1147,2,2023-12-02,,24.0,ativo,
1148,1148,2,2022-03-07,,,ativo,
1149,1149,3,2024-02-05,,12.0,ativo,
1150,1150,2,2023-08-22,2024-12-02,24.0,cancelado,Outros
1151,1151,1,2023-11-23,,12.0,ativo,
1152,1152,1,2023-12-07,,24.0,ativo,
1153,1153,2,2023-01-15,,12.0,ativo,
1154,1154,1,2024-05-22,,24.0,ativo,
1155,1155,3,2023-05-08,,12.0,ativo,
1156,1156,1,2022-06-16,,24.0,ativo,
1157,1157,1,2023-01-24,,12.0,ativo,
1158,1158,4,2023-08-16,,24.0,ativo,
1159,1159,1,2022-10-17,2023-08-22,24.0,cancelado,Preço alto
1160,1160,4,2024-02-05,,,ativo,
1161,1161,2,2023-04-07,,24.0,ativo,
1162,1162,2,2024-06-01,,24.0,ativo,
1163,1163,2,2022-09-16,2024-06-18,,cancelado,Atendimento ruim
1164,1164,4,2022-04-20,2023-02-11,12.0,cancelado,Migracao para concorrente
1165,1165,1,2024-03-21,,24.0,ativo,
1166,1166,2,2024-03-21,,,ativo,
1167,1167,2,2023-11-19,,12.0,ativo,
1168,1168,3,2023-02-03,2023-07-28,,cancelado,Outros
1169,1169,3,2023-09-09,,24.0,ativo,
1170,1170,2,2024-02-06,,24.0,ativo,
1171,1171,1,2023-01-31,,,ativo,
1172,1172,2,2022-12-07,2024-06-27,12.0,cancelado,Problemas de rede
1173,1173,2,2023-06-13,,,ativo,
1174,1174,2,2022-01-20,,,ativo,
1175,1175,2,2023-03-05,2024-09-15,12.0,cancelado,Atendimento ruim
1176,1176,1,2022-07-25,,12.0,ativo,
1177,1177,3,2022-02-18,2022-09-06,24.0,cancelado,Problemas de rede
1178,1178,1,2023-04-08,2023-06-05,24.0,cancelado,Preço alto
1179,1179,1,2024-04-16,,,ativo,
1180,1180,2,2023-01-01,2024-11-20,12.0,cancelado,Atendimento ruim
1181,1181,2,2023-06-02,,24.0,ativo,
1182,1182,2,2022-07-24,,24.0,ativo,
1183,1183,1,2023-02-04,,24.0,ativo,
1184,1184,4,2023-02-25,,,ativo,
1185,1185,2,2022-11-18,,,ativo,
1186,1186,2,2022-10-11,,12.0,ativo,
1187,1187,1,2022-08-04,,,ativo,
1188,1188,2,2023-09-10,,12.0,ativo,
1189,1189,1,2023-05-16,,,ativo,
1190,1190,2,2024-05-27,,24.0,ativo,
1191,1191,2,2022-06-04,,24.0,ativo,
1192,1192,2,2023-08-28,,24.0,ativo,
1193,1193,2,2023-02-07,,12.0,ativo,
1194,1194,1,2023-08-21,,24.0,ativo,
1195,1195,2,2023-06-11,,12.0,ativo,
1196,1196,3,2023-03-29,,,ativo,
1197,1197,2,2024-04-07,,24.0,ativo,
1198,1198,2,2023-02-27,,12.0,ativo,
1199,1199,1,2023-04-13,,24.0,ativo,
1200,1200,3,2023-12-21,,24.0,ativo,
1201,1201,3,2023-02-12,,24.0,ativo,
1202,1202,3,2023-05-10,,12.0,ativo,
1203,1203,2,2022-09-16,,,ativo,
1204,1204,2,2022-12-22,,,ativo,
1205,1205,4,2022-03-11,,,ativo,
1206,1206,2,2024-06-27,,24.0,ativo,
1207,1207,4,2022-04-29,2022-07-11,12.0,cancelado,Outros
1208,1208,2,2023-02-28,,24.0,ativo,
1209,1209,3,2024-03-06,,12.0,ativo,
1210,1210,3,2024-06-10,,24.0,ativo,
1211,1211,2,2023-04-07,,24.0,ativo,
1212,1212,2,2023-02-05,2024-03-26,,cancelado,Problemas de rede
1213,1213,3,2023-10-23,,,ativo,
1214,1214,4,2024-06-12,,24.0,ativo,
1215,1215,1,2024-02-09,,12.0,ativo,
1216,1216,1,2023-10-05,,24.0,ativo,
1217,1217,3,2024-02-17,,24.0,ativo,
1218,1218,2,2022-09-11,2023-05-23,24.0,cancelado,Problemas de rede
1219,1219,2,2024-04-27,,24.0,ativo,
1220,1220,1,2022-08-21,,,ativo,
1221,1221,2,2023-08-15,,12.0,ativo,
1222,1222,2,2023-08-19,,24.0,ativo,
1223,1223,1,2023-07-09,,12.0,ativo,
1224,1224,2,2023-06-20,2024-02-28,24.0,cancelado,Preço alto
1225,1225,2,2022-01-08,,,ativo,
1226,1226,4,2023-08-31,,12.0,ativo,
1227,1227,3,2023-04-10,,12.0,ativo,
1228,1228,1,2024-06-23,,12.0,ativo,
1229,1229,4,2022-12-15,,12.0,ativo,
1230,1230,1,2022-05-31,,12.0,ativo,
1231,1231,1,2024-05-19,,12.0,ativo,
1232,1232,1,2023-05-21,2023-10-08,24.0,cancelado,Preço alto
1233,1233,2,2024-06-11,2024-12-24,,cancelado,Migracao para concorrente
1234,1234,3,2024-06-21,,,ativo,
1235,1235,2,2024-03-14,,,ativo,
1236,1236,1,2023-11-28,,12.0,ativo,
1237,1237,1,2022-10-11,,12.0,ativo,
1238,1238,2,2024-06-05,,12.0,ativo,
1239,1239,1,2024-04-01,,12.0,ativo,
1240,1240,1,2023-03-21,,12.0,ativo,
1241,1241,1,2024-01-03,,,ativo,
1242,1242,2,2024-02-19,,,ativo,
1243,1243,3,2024-06-14,,12.0,ativo,
1244,1244,3,2023-07-31,,12.0,ativo,
1245,1245,4,2023-06-12,,24.0,ativo,
1246,1246,1,2022-04-18,2022-08-04,12.0,cancelado,Migracao para concorrente
1247,1247,2,2022-06-18,2023-04-15,24.0,cancelado,Preço alto
1248,1248,1,2023-04-18,2024-07-11,12.0,cancelado,Migracao para concorrente
1249,1249,3,2022-01-24,,12.0,ativo,
1250,1250,2,2024-02-26,,24.0,ativo,
1251,1251,2,2023-12-04,,12.0,ativo,
1252,1252,2,2022-08-31,,,ativo,
1253,1253,3,2023-03-01,,,ativo,
1254,1254,1,2023-12-18,,12.0,ativo,
1255,1255,2,2022-01-25,,,ativo,
1256,1256,2,2022-12-24,2024-03-28,24.0,cancelado,Problemas de rede
1257,1257,1,2023-07-17,,,ativo,
1258,1258,2,2022-01-21,,,ativo,
1259,1259,1,2023-04-13,,24.0,ativo,
1260,1260,4,2024-02-25,,,ativo,
1261,1261,2,2023-04-06,,,ativo,
1262,1262,2,2022-04-06,,12.0,ativo,
1263,1263,2,2022-03-30,2023-04-06,,cancelado,Preço alto
1264,1264,1,2023-07-27,,24.0,ativo,
1265,1265,2,2023-07-10,,24.0,ativo,
1266,1266,2,2022-07-28,,,ativo,
1267,1267,2,2022-11-04,,,ativo,
1268,1268,2,2024-05-26,,,ativo,
1269,1269,1,2023-12-30,,24.0,ativo,
1270,1270,2,2022-09-25,,24.0,ativo,
1271,1271,1,2024-05-16,,24.0,ativo,
1272,1272,3,2023-05-25,,,ativo,
1273,1273,2,2023-08-12,,24.0,ativo,
1274,1274,2,2024-04-04,,12.0,ativo,
1275,1275,3,2022-03-08,2022-12-23,,cancelado,Atendimento ruim
1276,1276,1,2023-09-19,,12.0,ativo,
1277,1277,1,2022-07-22,,12.0,ativo,
1278,1278,2,2023-11-19,,24.0,ativo,
1279,1279,4,2024-04-19,,12.0,ativo,
1280,1280,2,2024-01-27,,12.0,ativo,
1281,1281,1,2022-07-10,,,ativo,
1282,1282,2,2023-05-23,,24.0,ativo,
1283,1283,3,2024-01-26,,12.0,ativo,
1284,1284,1,2023-02-13,,,ativo,
1285,1285,1,2022-10-21,,24.0,ativo,
1286,1286,4,2023-01-14,,12.0,ativo,
1287,1287,1,2023-12-19,,12.0,ativo,
1288,1288,1,2023-12-27,,12.0,ativo,
1289,1289,3,2023-11-29,2024-03-14,12.0,cancelado,Preço alto
1290,1290,4,2023-03-09,,12.0,ativo,
1291,1291,2,2022-06-23,,24.0,ativo,
1292,1292,2,2022-11-26,,,ativo,
1293,1293,1,2024-06-12,,12.0,ativo,
1294,1294,1,2023-08-10,,24.0,ativo,
1295,1295,1,2023-09-09,,12.0,ativo,
1296,1296,3,2022-11-30,,12.0,ativo,
1297,1297,3,2023-09-30,2024-10-02,24.0,cancelado,Outros
1298,1298,1,2024-01-06,,,ativo,
1299,1299,1,2024-04-16,,12.0,ativo,
1300,1300,3,2023-05-30,2023-10-19,24.0,cancelado,Outros
1301,1301,2,2022-12-08,,12.0,ativo,
1302,1302,3,2024-01-07,,12.0,ativo,
1303,1303,1,2024-03-21,2024-06-17,12.0,cancelado,Preço alto
1304,1304,1,2024-05-02,,24.0,ativo,
1305,1305,4,2023-03-12,2024-08-03,12.0,cancelado,Atendimento ruim
1306,1306,4,2024-01-16,,24.0,ativo,
1307,1307,4,2024-06-13,,24.0,ativo,
1308,1308,2,2023-02-01,2023-12-11,24.0,cancelado,Preço alto
1309,1309,2,2022-12-07,,24.0,ativo,
1310,1310,2,2024-04-11,,12.0,ativo,
1311,1311,1,2023-12-03,,12.0,ativo,
1312,1312,2,2023-05-19,,12.0,ativo,
1313,1313,1,2022-11-02,,24.0,ativo,
1314,1314,2,2024-01-02,,,ativo,
1315,1315,1,2024-05-16,,24.0,ativo,
1316,1316,3,2023-11-06,2024-10-16,12.0,cancelado,Atendimento ruim
1317,1317,2,2023-07-01,,,ativo,
1318,1318,4,2022-03-16,,,ativo,
1319,1319,1,2022-07-23,,24.0,ativo,
1320,1320,4,2024-06-02,,24.0,ativo,
1321,1321,1,2022-09-16,,24.0,ativo,
1322,1322,4,2022-05-28,,,ativo,
1323,1323,1,2022-02-20,2022-10-21,,cancelado,Problemas de rede
1324,1324,1,2022-12-17,,12.0,ativo,
1325,1325,3,2023-07-04,,,ativo,
1326,1326,4,2023-04-19,,,ativo,
1327,1327,4,2023-12-08,,24.0,ativo,
1328,1328,3,2022-12-30,,,ativo,
1329,1329,4,2023-05-04,,12.0,ativo,
1330,1330,1,2023-10-20,,,ativo,
1331,1331,2,2023-06-12,,24.0,ativo,
1332,1332,4,2023-10-30,,12.0,ativo,
1333,1333,2,2022-08-06,,,ativo,
1334,1334,2,2022-03-29,,,ativo,
1335,1335,1,2022-06-04,,24.0,ativo,
1336,1336,2,2024-04-20,,12.0,ativo,
1337,1337,1,2022-05-21,,,ativo,
1338,1338,2,2022-01-05,,,ativo,
1339,1339,2,2022-01-30,,24.0,ativo,
1340,1340,1,2023-05-10,,,ativo,
1341,1341,3,2022-01-30,2023-02-05,,cancelado,Problemas de rede
1342,1342,3,2023-02-01,,24.0,ativo,
1343,1343,2,2023-01-18,2023-09-19,24.0,cancelado,Atendimento ruim
1344,1344,2,2022-07-19,,,ativo,
1345,1345,1,2022-01-03,,24.0,ativo,
1346,1346,2,2024-03-16,,,ativo,
1347,1347,3,2024-01-03,,,ativo,
1348,1348,2,2023-08-27,,12.0,ativo,
1349,1349,1,2022-07-24,,24.0,ativo,
1350,1350,2,2022-01-31,2023-10-01,12.0,cancelado,Migracao para concorrente
1351,1351,2,2022-12-01,,24.0,ativo,
1352,1352,3,2024-03-23,,24.0,ativo,
1353,1353,2,2023-12-19,,12.0,ativo,
1354,1354,4,2024-05-01,,,ativo,
1355,1355,1,2022-11-02,,,ativo,
1356,1356,4,2022-03-06,,,ativo,
1357,1357,1,2023-10-31,,12.0,ativo,
1358,1358,3,2023-01-15,,,ativo,
1359,1359,2,2022-07-28,2024-02-25,12.0,cancelado,Problemas de rede
1360,1360,3,2022-05-20,,12.0,ativo,
1361,1361,2,2022-05-09,,24.0,ativo,
1362,1362,2,2022-09-05,,12.0,ativo,
1363,1363,1,2023-05-24,2023-12-30,24.0,cancelado,Outros
1364,1364,1,2022-03-02,2022-08-17,12.0,cancelado,Preço alto
1365,1365,4,2023-11-11,,12.0,ativo,
1366,1366,3,2022-11-23,,12.0,ativo,
1367,1367,1,2023-09-10,,24.0,ativo,
1368,1368,2,2022-07-24,,12.0,ativo,
1369,1369,4,2022-09-18,2023-08-31,,cancelado,Migracao para concorrente
1370,1370,2,2023-09-18,,,ativo,
1371,1371,4,2023-12-05,2024-09-04,12.0,cancelado,Outros
1372,1372,4,2022-07-27,,,ativo,
1373,1373,2,2024-01-08,,,ativo,
1374,1374,3,2022-02-03,2023-02-14,,cancelado,Preço alto
1375,1375,3,2023-08-02,,12.0,ativo,
1376,1376,2,2024-03-18,,12.0,ativo,
1377,1377,2,2022-12-13,,12.0,ativo,
1378,1378,3,2022-08-01,,12.0,ativo,
1379,1379,2,2022-08-30,2023-07-31,24.0,cancelado,Outros
1380,1380,4,2022-11-10,,,ativo,
1381,1381,2,2022-09-29,,12.0,ativo,
1382,1382,2,2023-06-23,,12.0,ativo,
1383,1383,2,2023-02-20,,24.0,ativo,
1384,1384,2,2024-06-29,,12.0,ativo,
1385,1385,1,2024-04-07,,24.0,ativo,
1386,1386,4,2023-12-16,,12.0,ativo,
1387,1387,1,2023-02-03,,12.0,ativo,
1388,1388,2,2022-05-25,,24.0,ativo,
1389,1389,1,2022-10-19,,12.0,ativo,
1390,1390,1,2023-06-14,2024-01-02,12.0,cancelado,Migracao para concorrente
1391,1391,2,2024-05-27,,,ativo,
1392,1392,3,2023-12-09,,24.0,ativo,
1393,1393,1,2023-05-18,,24.0,ativo,
1394,1394,3,2022-09-30,,12.0,ativo,
1395,1395,3,2022-11-15,2024-04-03,,cancelado,Atendimento ruim
1396,1396,4,2023-07-01,2024-01-13,,cancelado,Preço alto
1397,1397,2,2022-02-01,,24.0,ativo,
1398,1398,1,2023-08-14,,,ativo,
1399,1399,3,2023-12-01,,,ativo,
1400,1400,2,2023-08-04,,12.0,ativo,
1401,1401,2,2023-09-27,,24.0,ativo,
1402,1402,1,2022-02-06,,,ativo,
1403,1403,2,2024-02-04,,,ativo,
1404,1404,1,2024-01-25,,24.0,ativo,
1405,1405,1,2022-03-03,,12.0,ativo,
1406,1406,2,2023-08-07,,,ativo,
1407,1407,3,2024-06-12,,24.0,ativo,
1408,1408,1,2024-06-26,,24.0,ativo,
1409,1409,2,2023-01-27,2023-03-29,12.0,cancelado,Outros
1410,1410,2,2024-01-24,,24.0,ativo,
1411,1411,2,2024-05-20,,12.0,ativo,
1412,1412,1,2024-02-07,,12.0,ativo,
1413,1413,1,2022-06-04,,24.0,ativo,
1414,1414,2,2023-11-08,,12.0,ativo,
1415,1415,4,2022-03-16,2024-01-19,,cancelado,Outros
1416,1416,3,2024-04-11,2024-05-27,,cancelado,Migracao para concorrente
1417,1417,3,2023-04-18,2024-09-03,12.0,cancelado,Migracao para concorrente
1418,1418,2,2022-07-20,,24.0,ativo,
1419,1419,3,2022-08-02,2023-10-30,12.0,cancelado,Migracao para concorrente
1420,1420,1,2024-04-21,,,ativo,
1421,1421,1,2023-02-06,,24.0,ativo,
1422,1422,3,2024-06-25,2024-11-06,24.0,cancelado,Atendimento ruim
1423,1423,3,2024-06-12,,24.0,ativo,
1424,1424,1,2024-06-19,2024-09-17,12.0,cancelado,Problemas de rede
1425,1425,1,2023-06-20,,12.0,ativo,
1426,1426,1,2022-02-22,,12.0,ativo,
1427,1427,4,2023-11-07,,12.0,ativo,
1428,1428,1,2024-05-16,,24.0,ativo,
1429,1429,2,2022-02-13,2024-01-25,12.0,cancelado,Outros
1430,1430,1,2023-01-20,,24.0,ativo,
1431,1431,2,2022-10-01,,,ativo,
1432,1432,4,2022-01-17,,12.0,ativo,
1433,1433,3,2022-04-03,,,ativo,
1434,1434,1,2022-06-11,,24.0,ativo,
1435,1435,1,2022-09-11,,12.0,ativo,
1436,1436,2,2024-04-01,,,ativo,
1437,1437,4,2023-01-05,,12.0,ativo,
1438,1438,2,2022-02-26,,24.0,ativo,
1439,1439,1,2022-03-17,,12.0,ativo,
1440,1440,2,2024-06-18,,12.0,ativo,
1441,1441,4,2023-10-11,,24.0,ativo,
1442,1442,3,2022-11-02,,12.0,ativo,
1443,1443,1,2022-11-20,,24.0,ativo,
1444,1444,2,2022-07-08,,24.0,ativo,
1445,1445,2,2023-10-14,,24.0,ativo,
1446,1446,2,2023-08-06,,12.0,ativo,
1447,1447,1,2022-08-12,,12.0,ativo,
1448,1448,2,2023-04-17,,24.0,ativo,
1449,1449,3,2024-03-12,,12.0,ativo,
1450,1450,3,2022-06-20,,24.0,ativo,
1451,1451,1,2024-02-16,,,ativo,
1452,1452,3,2022-04-16,2023-06-14,12.0,cancelado,Atendimento ruim
1453,1453,3,2023-04-22,,12.0,ativo,
1454,1454,1,2023-04-09,,12.0,ativo,
1455,1455,1,2022-06-30,,24.0,ativo,
1456,1456,2,2022-03-17,,,ativo,
1457,1457,4,2022-11-05,,12.0,ativo,
1458,1458,1,2024-05-28,,,ativo,
1459,1459,4,2023-08-06,2024-12-10,,cancelado,Outros
1460,1460,1,2023-08-31,2024-04-05,12.0,cancelado,Atendimento ruim
1461,1461,1,2024-06-07,,12.0,ativo,
1462,1462,3,2022-07-21,,12.0,ativo,
1463,1463,3,2023-01-08,2023-12-10,24.0,cancelado,Preço alto
1464,1464,1,2022-04-28,,,ativo,
1465,1465,3,2022-08-28,,12.0,ativo,
1466,1466,4,2024-05-10,,24.0,ativo,
1467,1467,2,2022-05-17,,,ativo,
1468,1468,3,2022-03-20,,12.0,ativo,
1469,1469,1,2022-12-01,2024-10-19,12.0,cancelado,Problemas de rede
1470,1470,2,2024-02-11,,,ativo,
1471,1471,4,2023-11-11,,24.0,ativo,
1472,1472,1,2023-10-20,2024-05-18,12.0,cancelado,Outros
1473,1473,1,2022-04-03,,12.0,ativo,
1474,1474,3,2023-01-16,,12.0,ativo,
1475,1475,2,2023-09-27,2024-08-21,12.0,cancelado,Migracao para concorrente
1476,1476,2,2024-02-04,,,ativo,
1477,1477,3,2023-07-20,2024-12-04,24.0,cancelado,Problemas de rede
1478,1478,2,2023-10-17,,,ativo,
1479,1479,1,2022-12-30,2023-06-25,12.0,cancelado,Outros
1480,1480,1,2022-09-22,,12.0,ativo,
1481,1481,2,2023-02-03,2023-08-19,12.0,cancelado,Preço alto
1482,1482,2,2023-12-24,,12.0,ativo,
1483,1483,3,2022-07-20,,24.0,ativo,
1484,1484,2,2024-05-27,,24.0,ativo,
1485,1485,3,2023-05-24,,12.0,ativo,
1486,1486,2,2024-04-03,,24.0,ativo,
1487,1487,1,2022-09-03,,24.0,ativo,
1488,1488,3,2023-04-23,2023-04-18,12.0,cancelado,Outros
1489,1489,3,2023-02-12,,24.0,ativo,
1490,1490,3,2023-07-15,2024-08-19,12.0,cancelado,Outros
1491,1491,3,2022-10-07,,,ativo,
1492,1492,3,2023-01-31,,12.0,ativo,
1493,1493,3,2024-06-14,,12.0,ativo,
1494,1494,3,2023-05-07,,24.0,ativo,
1495,1495,1,2024-06-06,,12.0,ativo,
1496,1496,1,2022-12-20,,12.0,ativo,
1497,1497,4,2022-11-04,,12.0,ativo,
1498,1498,2,2023-04-08,,,ativo,
1499,1499,2,2022-08-14,2023-04-12,,cancelado,Outros
1500,1500,1,2024-01-24,,24.0,ativo,
1501,1501,1,2022-03-25,,24.0,ativo,
1502,1502,2,2022-06-26,,24.0,ativo,
1503,1503,1,2023-04-16,,,ativo,
1504,1504,1,2023-01-19,,12.0,ativo,
1505,1505,2,2024-06-19,,12.0,ativo,
1506,1506,3,2024-03-16,,,ativo,
1507,1507,2,2022-12-06,2023-06-16,12.0,cancelado,Problemas de rede
1508,1508,1,2022-04-02,2023-03-25,,cancelado,Outros
1509,1509,1,2023-05-24,,24.0,ativo,
1510,1510,2,2024-02-14,,24.0,ativo,
1511,1511,2,2023-06-08,,12.0,ativo,
1512,1512,3,2024-01-06,,24.0,ativo,
1513,1513,2,2023-07-09,,12.0,ativo,
1514,1514,4,2022-07-19,2022-10-05,12.0,cancelado,Migracao para concorrente
1515,1515,2,2022-02-09,,12.0,ativo,
1516,1516,2,2022-07-30,,,ativo,
1517,1517,1,2022-10-09,2023-12-21,12.0,cancelado,Atendimento ruim
1518,1518,3,2023-04-03,2024-03-08,12.0,cancelado,Migracao para concorrente
1519,1519,1,2022-01-11,,12.0,ativo,
1520,1520,1,2023-06-10,,12.0,ativo,
1521,1521,2,2024-06-19,,12.0,ativo,
1522,1522,1,2023-05-14,,12.0,ativo,
1523,1523,1,2023-12-04,2024-04-03,12.0,cancelado,Preço alto
1524,1524,1,2022-01-18,,12.0,ativo,
1525,1525,4,2024-06-29,,,ativo,
1526,1526,2,2023-06-15,,24.0,ativo,
1527,1527,2,2022-10-16,,24.0,ativo,
1528,1528,1,2022-05-06,2022-12-05,,cancelado,Problemas de rede
1529,1529,4,2022-02-22,2023-04-04,,cancelado,Atendimento ruim
1530,1530,1,2023-10-25,,12.0,ativo,
1531,1531,1,2024-04-09,,24.0,ativo,
1532,1532,2,2023-08-09,2023-09-18,12.0,cancelado,Problemas de rede
1533,1533,2,2022-08-04,,24.0,ativo,
1534,1534,2,2023-08-02,2024-12-07,12.0,cancelado,Problemas de rede
1535,1535,1,2023-09-28,,,ativo,
1536,1536,2,2023-07-23,2024-05-20,,cancelado,Outros
1537,1537,1,2024-06-30,,24.0,ativo,
1538,1538,2,2024-05-31,,,ativo,
1539,1539,3,2023-10-28,,24.0,ativo,
1540,1540,1,2022-03-13,,24.0,ativo,
1541,1541,1,2024-04-05,,12.0,ativo,
1542,1542,2,2022-04-20,2023-08-29,,cancelado,Migracao para concorrente
1543,1543,2,2023-10-13,,,ativo,
1544,1544,2,2023-02-26,,24.0,ativo,
1545,1545,1,2023-11-09,2024-12-02,24.0,cancelado,Atendimento ruim
1546,1546,2,2022-11-22,,24.0,ativo,
1547,1547,3,2023-01-07,,24.0,ativo,
1548,1548,2,2022-04-16,2022-09-21,,cancelado,Outros
1549,1549,3,2024-03-06,,12.0,ativo,
1550,1550,1,2022-08-14,2022-11-17,,cancelado,Atendimento ruim
1551,1551,2,2023-05-06,2024-08-06,24.0,cancelado,Migracao para concorrente
1552,1552,2,2024-02-28,,24.0,ativo,
1553,1553,3,2022-04-02,,12.0,ativo,
1554,1554,1,2024-01-02,,24.0,ativo,
1555,1555,2,2022-07-17,2023-08-31,12.0,cancelado,Outros
1556,1556,1,2022-01-06,,12.0,ativo,
1557,1557,1,2022-03-11,,24.0,ativo,
1558,1558,1,2023-10-15,,,ativo,
1559,1559,1,2024-06-05,,12.0,ativo,
1560,1560,2,2023-02-22,2023-10-08,12.0,cancelado,Atendimento ruim
1561,1561,2,2024-02-07,,,ativo,
1562,1562,3,2022-06-19,,12.0,ativo,
1563,1563,1,2023-04-13,,,ativo,
1564,1564,4,2023-02-08,2024-11-07,,cancelado,Outros
1565,1565,2,2022-03-21,,,ativo,
1566,1566,2,2023-11-11,,24.0,ativo,
1567,1567,2,2023-01-23,,24.0,ativo,
1568,1568,3,2023-09-08,2024-03-25,24.0,cancelado,Problemas de rede
1569,1569,2,2023-03-25,2024-10-14,24.0,cancelado,Preço alto
1570,1570,2,2024-05-24,,,ativo,
1571,1571,4,2023-06-10,,24.0,ativo,
1572,1572,1,2023-07-01,,24.0,ativo,
1573,1573,2,2022-03-22,,12.0,ativo,
1574,1574,2,2022-11-11,2024-08-16,,cancelado,Atendimento ruim
1575,1575,1,2022-01-09,,,ativo,
1576,1576,4,2024-01-04,,,ativo,
1577,1577,2,2023-06-06,,24.0,ativo,
1578,1578,1,2022-12-26,2023-02-09,,cancelado,Migracao para concorrente
1579,1579,3,2022-07-21,,12.0,ativo,
1580,1580,2,2023-07-05,,24.0,ativo,
1581,1581,1,2023-12-21,,24.0,ativo,
1582,1582,1,2022-07-30,,,ativo,
1583,1583,2,2022-11-18,,12.0,ativo,
1584,1584,3,2023-03-29,,12.0,ativo,
1585,1585,1,2024-06-17,,12.0,ativo,
1586,1586,3,2023-07-13,,,ativo,
1587,1587,3,2022-09-21,,24.0,ativo,
1588,1588,2,2022-12-06,,,ativo,
1589,1589,1,2024-04-27,,24.0,ativo,
1590,1590,1,2023-02-10,,24.0,ativo,
1591,1591,3,2023-03-08,,,ativo,
1592,1592,2,2022-09-18,,24.0,ativo,
1593,1593,2,2023-07-12,2024-06-10,24.0,cancelado,Atendimento ruim
1594,1594,2,2022-07-15,,,ativo,
1595,1595,3,2024-06-01,,,ativo,
1596,1596,2,2023-01-10,,,ativo,
1597,1597,1,2022-11-01,,24.0,ativo,
1598,1598,2,2024-05-15,2024-06-15,12.0,cancelado,Preço alto
1599,1599,1,2022-09-14,,,ativo,
1600,1600,2,2022-07-16,2022-09-01,,cancelado,Atendimento ruim
1601,1601,2,2022-05-05,,,ativo,
1602,1602,2,2023-10-11,,24.0,ativo,
1603,1603,2,2023-04-09,,24.0,ativo,
1604,1604,3,2023-05-24,,,ativo,
1605,1605,1,2023-05-06,2024-12-11,,cancelado,Atendimento ruim
1606,1606,3,2022-03-30,2022-12-23,24.0,cancelado,Atendimento ruim
1607,1607,4,2024-06-23,,24.0,ativo,
1608,1608,2,2022-07-14,,,ativo,
1609,1609,1,2023-08-08,,,ativo,
1610,1610,1,2024-06-26,,12.0,ativo,
1611,1611,1,2023-09-25,,12.0,ativo,
1612,1612,2,2024-06-12,,,ativo,
1613,1613,1,2023-11-14,,,ativo,
1614,1614,2,2022-08-03,,24.0,ativo,
1615,1615,2,2023-08-31,,24.0,ativo,
1616,1616,3,2023-05-04,,12.0,ativo,
1617,1617,2,2022-12-03,,12.0,ativo,
1618,1618,4,2023-09-18,,24.0,ativo,
1619,1619,2,2022-01-13,,,ativo,
1620,1620,1,2024-03-25,,24.0,ativo,
1621,1621,1,2022-09-11,2023-03-25,24.0,cancelado,Migracao para concorrente
1622,1622,1,2022-05-25,2022-10-06,12.0,cancelado,Preço alto
1623,1623,1,2022-06-18,,,ativo,
1624,1624,2,2023-05-27,,24.0,ativo,
1625,1625,3,2024-06-18,,12.0,ativo,
1626,1626,1,2022-07-30,,24.0,ativo,
1627,1627,4,2022-08-20,2023-09-10,12.0,cancelado,Preço alto
1628,1628,3,2023-08-29,,,ativo,
1629,1629,4,2024-05-03,,12.0,ativo,
1630,1630,3,2023-02-23,,24.0,ativo,
1631,1631,1,2022-04-18,,,ativo,
1632,1632,2,2022-09-24,2024-07-02,,cancelado,Migracao para concorrente
1633,1633,3,2023-01-09,,24.0,ativo,
1634,1634,2,2022-05-23,2023-01-07,,cancelado,Atendimento ruim
1635,1635,2,2022-08-17,,12.0,ativo,
