ticket_id,customer_id,data_abertura,data_fechamento,categoria,status,sla_atingido
979,811,2023-11-22,,Cobranca,pendente,sim
980,811,2025-01-05,2024-11-15,Rede,fechado,sim
981,815,2023-12-12,2023-12-25,Atendimento,fechado,nao
982,815,2024-12-10,2024-12-12,Atendimento,fechado,sim
983,816,2023-12-31,,Atendimento,pendente,sim
984,816,2024-07-14,2024-07-26,Atendimento,fechado,sim
985,816,2023-07-30,2023-08-03,Cobranca,fechado,sim
986,816,2023-11-07,2023-11-19,Cobranca,fechado,sim
987,817,2023-10-29,2023-11-10,Rede,fechado,sim
988,817,2023-11-28,,Cobranca,aberto,sim
989,818,2023-01-26,,Rede,aberto,sim
990,820,2023-06-17,2023-06-20,Tecnico,fechado,nao
991,820,2023-03-05,2023-03-06,Tecnico,fechado,nao
992,821,2024-04-17,2024-04-25,Tecnico,fechado,sim
993,821,2023-01-14,2023-01-16,Tecnico,fechado,sim
994,822,2023-03-14,,Tecnico,pendente,nao
995,823,2023-08-23,2023-09-03,Atendimento,fechado,sim
996,823,2023-04-12,,Atendimento,aberto,sim
997,823,2023-03-15,2023-03-18,Tecnico,fechado,nao
998,824,2023-08-22,2023-09-03,Rede,fechado,sim
999,824,2023-05-12,2023-05-22,Atendimento,fechado,sim
1000,825,2023-01-01,2023-01-15,Tecnico,fechado,sim
1001,825,2023-01-27,2023-02-10,Rede,fechado,sim
1002,825,2023-12-15,2023-12-21,Rede,fechado,nao
1003,827,2023-04-15,2023-04-29,Rede,fechado,
1004,828,2023-02-13,2023-02-13,Cobranca,fechado,sim
1005,831,2024-04-27,2024-05-05,Rede,fechado,sim
1006,832,2023-07-02,,Tecnico,pendente,nao
1007,832,2023-10-17,,Atendimento,aberto,sim
1008,833,2024-01-24,2024-01-27,Cobranca,fechado,sim
1009,834,2024-06-30,,Rede,aberto,sim
1010,835,2024-04-13,,Rede,aberto,sim
1011,836,2023-06-23,2023-06-23,Tecnico,fechado,sim
1012,837,2023-06-26,,Tecnico,pendente,sim
1013,837,2023-12-29,2024-01-07,Tecnico,fechado,nao
1014,838,2023-11-26,,Rede,aberto,sim
1015,839,2023-06-03,2023-06-11,Tecnico,fechado,sim
1016,840,2023-11-18,,Cobranca,pendente,sim
1017,841,2023-05-25,,Rede,aberto,sim
1018,841,2023-09-05,,Rede,pendente,sim
1019,842,2023-11-29,2023-11-29,Tecnico,fechado,sim
1020,843,2023-05-07,,Cobranca,pendente,sim
1021,844,2024-06-03,2024-06-04,Rede,fechado,sim
1022,844,2023-11-27,2023-12-01,Rede,fechado,sim
1023,844,2023-04-05,2023-04-08,Tecnico,fechado,nao
1024,845,2024-09-06,,Tecnico,pendente,sim
1025,847,2023-04-05,,Tecnico,pendente,sim
1026,847,2024-02-16,2024-02-28,Rede,fechado,sim
1027,848,2024-09-10,2024-09-15,Tecnico,fechado,nao
1028,848,2023-07-14,2023-07-18,Tecnico,fechado,sim
1029,849,2023-04-15,2023-04-23,Atendimento,fechado,nao
1030,850,2023-11-09,,Tecnico,aberto,sim
1031,850,2023-09-20,2023-09-28,Cobranca,fechado,sim
1032,851,2023-03-30,2023-04-11,Cobranca,fechado,sim
1033,851,2023-04-16,2023-04-22,Atendimento,fechado,nao
1034,853,2023-04-10,,Atendimento,pendente,sim
1035,854,2024-09-16,,Cobranca,pendente,
1036,854,2023-10-30,2023-11-11,Cobranca,fechado,sim
1037,856,2024-04-23,2024-05-03,Atendimento,fechado,sim
1038,856,2023-03-24,2023-04-07,Rede,fechado,sim
1039,857,2023-08-02,2023-08-13,Tecnico,fechado,sim
1040,859,2023-07-18,,Tecnico,aberto,sim
1041,859,2023-05-20,,Cobranca,aberto,sim
1042,862,2024-03-05,,Rede,aberto,sim
1043,862,2023-09-05,,Rede,pendente,sim
1044,863,2023-03-24,,Cobranca,aberto,sim
1045,863,2025-01-05,2023-02-22,Rede,fechado,sim
1046,863,2023-09-14,2023-09-24,Atendimento,fechado,nao
1047,863,2023-05-02,2023-05-08,Tecnico,fechado,sim
1048,863,2024-11-19,2024-11-23,Atendimento,fechado,sim
1049,864,2024-10-23,,Rede,aberto,
1050,864,2023-10-08,2023-10-18,Tecnico,fechado,sim
1051,864,2023-12-02,2023-12-02,Rede,fechado,
1052,865,2024-09-06,2024-09-06,Cobranca,fechado,nao
1053,866,2023-07-09,2023-07-13,Atendimento,fechado,sim
1054,867,2023-09-27,2023-09-28,Tecnico,fechado,sim
1055,867,2024-08-18,,Atendimento,aberto,sim
1056,868,2023-03-28,,Atendimento,aberto,nao
1057,869,2023-05-26,2023-06-08,Cobranca,fechado,
1058,869,2024-09-21,2024-09-24,Cobranca,fechado,nao
1059,872,2024-05-06,2024-05-09,Rede,fechado,sim
1060,873,2024-12-07,,Tecnico,pendente,sim
1061,873,2023-02-27,2023-02-28,Tecnico,fechado,
1062,873,2024-05-29,2024-06-04,Rede,fechado,nao
1063,874,2024-11-10,,Cobranca,pendente,sim
1064,877,2024-02-16,2024-02-24,Rede,fechado,sim
1065,879,2024-02-21,,Rede,pendente,
1066,879,2023-08-19,2023-08-31,Atendimento,fechado,nao
1067,880,2024-05-07,2024-05-15,Atendimento,fechado,sim
1068,880,2024-02-18,2024-02-21,Tecnico,fechado,
1069,881,2023-12-26,2023-12-27,Atendimento,fechado,
1070,882,2023-01-21,2023-01-22,Rede,fechado,sim
1071,883,2023-07-26,2023-08-09,Cobranca,fechado,nao
1072,883,2024-05-12,2024-05-25,Atendimento,fechado,sim
1073,885,2023-03-21,2023-03-23,Tecnico,fechado,nao
1074,885,2024-12-29,2025-01-03,Rede,fechado,sim
1075,886,2023-12-30,2023-12-30,Tecnico,fechado,
1076,887,2023-02-09,2023-02-10,Rede,fechado,nao
1077,887,2023-12-11,2023-12-12,Tecnico,fechado,sim
1078,891,2023-08-23,2023-09-06,Cobranca,fechado,nao
1079,892,2023-11-14,,Rede,aberto,sim
1080,893,2023-08-01,2023-08-08,Cobranca,fechado,
1081,894,2023-09-07,,Tecnico,pendente,sim
1082,895,2024-06-12,,Tecnico,aberto,nao
1083,895,2023-06-13,,Rede,aberto,nao
1084,895,2023-12-25,,Tecnico,aberto,sim
1085,895,2023-08-03,2023-08-14,Cobranca,fechado,sim
1086,896,2024-07-09,2024-07-22,Tecnico,fechado,nao
1087,897,2023-01-05,,Rede,aberto,sim
1088,898,2024-05-18,,Rede,pendente,sim
1089,898,2024-05-10,,Atendimento,pendente,nao
1090,899,2024-06-28,2024-07-03,Rede,fechado,nao
1091,901,2023-03-09,2023-03-13,Rede,fechado,sim
1092,904,2024-03-08,,Rede,pendente,sim
1093,906,2023-07-02,2023-07-03,Atendimento,fechado,nao
1094,907,2023-11-26,2023-12-06,Rede,fechado,
1095,909,2023-09-13,,Rede,aberto,nao
1096,910,2024-12-05,2024-12-09,Tecnico,fechado,nao
1097,912,2024-04-26,,Atendimento,aberto,sim
1098,915,2023-05-22,,Atendimento,pendente,
1099,916,2024-05-30,2024-06-07,Tecnico,fechado,sim
1100,916,2023-02-13,2023-02-25,Cobranca,fechado,sim
1101,918,2024-05-30,2024-05-30,Rede,fechado,sim
1102,918,2023-09-23,,Tecnico,aberto,nao
1103,919,2024-02-04,2024-02-04,Tecnico,fechado,sim
1104,919,2023-09-22,2023-09-30,Cobranca,fechado,sim
1105,919,2023-06-24,2023-07-01,Tecnico,fechado,sim
1106,919,2023-07-06,,Atendimento,aberto,nao
1107,920,2024-10-16,,Rede,aberto,sim
1108,923,2024-05-17,2024-05-23,Tecnico,fechado,sim
1109,927,2023-07-20,,Cobranca,pendente,sim
1110,928,2023-03-05,,Tecnico,aberto,sim
1111,930,2024-04-22,,Tecnico,pendente,sim
1112,931,2024-04-13,2024-04-26,Rede,fechado,sim
1113,932,2023-02-07,,Atendimento,pendente,sim
1114,932,2024-04-16,,Atendimento,aberto,sim
1115,932,2024-10-23,2024-10-28,Atendimento,fechado,sim
1116,933,2024-09-21,2024-09-25,Cobranca,fechado,sim
1117,933,2024-08-20,,Cobranca,pendente,sim
1118,934,2023-07-24,2023-08-03,Rede,fechado,nao
1119,936,2024-10-21,2024-11-03,Cobranca,fechado,sim
1120,936,2023-12-10,,Tecnico,pendente,sim
1121,937,2023-01-17,2023-01-19,Atendimento,fechado,
1122,937,2024-04-27,2024-04-28,Atendimento,fechado,sim
1123,938,2024-09-21,2024-09-26,Cobranca,fechado,nao
1124,939,2024-11-15,2024-11-26,Atendimento,fechado,sim
1125,939,2023-10-25,2023-11-01,Rede,fechado,sim
1126,940,2023-03-03,2023-03-17,Cobranca,fechado,sim
1127,940,2023-08-23,2023-08-28,Tecnico,fechado,sim
1128,940,2024-07-09,,Rede,pendente,sim
1129,940,2024-02-25,2024-03-08,Atendimento,fechado,nao
1130,941,2023-12-03,2023-12-04,Rede,fechado,
1131,941,2023-08-19,2023-08-19,Atendimento,fechado,sim
1132,941,2023-11-16,2023-11-16,Rede,fechado,sim
1133,945,2024-01-28,2024-02-04,Tecnico,fechado,
1134,945,2024-03-19,2024-03-23,Rede,fechado,sim
1135,945,2023-11-04,,Tecnico,pendente,sim
1136,946,2023-09-02,,Atendimento,pendente,nao
1137,947,2023-08-22,,Atendimento,aberto,sim
1138,947,2024-05-05,,Rede,aberto,sim
1139,948,2024-03-13,2024-03-18,Cobranca,fechado,
1140,949,2024-08-16,2024-08-17,Rede,fechado,sim
1141,949,2023-01-03,2023-01-10,Atendimento,fechado,sim
1142,952,2023-06-06,,Tecnico,aberto,sim
1143,953,2024-10-26,,Atendimento,aberto,nao
1144,954,2024-03-24,,Rede,aberto,nao
1145,954,2024-12-04,2024-12-11,Tecnico,fechado,sim
1146,954,2024-03-30,2024-04-08,Tecnico,fechado,sim
1147,955,2023-11-25,,Tecnico,pendente,nao
1148,955,2024-06-28,,Rede,pendente,sim
1149,957,2023-12-13,,Tecnico,aberto,sim
1150,958,2023-07-08,2023-07-15,Atendimento,fechado,sim
1151,958,2024-12-26,2024-12-29,Cobranca,fechado,nao
1152,958,2024-05-30,2024-06-03,Atendimento,fechado,sim
1153,960,2024-09-19,,Cobranca,pendente,nao
1154,960,2023-09-25,,Cobranca,pendente,sim
1155,961,2024-10-07,2024-10-15,Rede,fechado,
1156,961,2024-02-29,,Tecnico,pendente,nao
1157,962,2024-09-07,,Rede,pendente,sim
1158,964,2023-01-12,,Atendimento,aberto,sim
1159,964,2023-09-08,2023-09-22,Atendimento,fechado,sim
1160,965,2024-11-07,2024-11-20,Atendimento,fechado,sim
1161,966,2024-06-04,,Rede,pendente,sim
1162,966,2024-12-30,,Tecnico,pendente,sim
1163,967,2023-12-29,2023-12-29,Rede,fechado,sim
1164,967,2023-01-08,,Rede,pendente,sim
1165,969,2023-08-15,2023-08-18,Atendimento,fechado,nao
1166,969,2023-02-20,,Tecnico,aberto,sim
1167,970,2024-08-13,2024-08-18,Cobranca,fechado,sim
1168,971,2024-03-24,2024-03-29,Atendimento,fechado,nao
1169,972,2024-01-02,2024-01-06,Tecnico,fechado,sim
1170,973,2024-11-03,2024-11-16,Tecnico,fechado,sim
1171,974,2024-02-29,2024-03-01,Rede,fechado,nao
1172,975,2025-01-05,2023-03-17,Tecnico,fechado,sim
1173,975,2023-01-16,2023-01-29,Atendimento,fechado,
1174,977,2023-02-27,2023-03-04,Rede,fechado,nao
1175,980,2024-05-30,,Rede,pendente,sim
1176,980,2024-03-30,2024-04-08,Rede,fechado,sim
1177,980,2023-08-07,2023-08-09,Rede,fechado,sim
1178,981,2024-05-22,2024-05-30,Tecnico,fechado,sim
1179,981,2023-09-11,2023-09-23,Atendimento,fechado,nao
1180,981,2023-09-11,2023-09-23,Atendimento,fechado,sim
1181,982,2023-09-30,2023-10-10,Tecnico,fechado,sim
1182,983,2023-07-25,2023-07-31,Cobranca,fechado,sim
1183,983,2023-12-13,,Rede,aberto,nao
1184,984,2024-08-11,2024-08-22,Tecnico,fechado,sim
1185,985,2024-10-02,,Cobranca,pendente,sim
1186,986,2024-12-24,2025-01-05,Cobranca,fechado,nao
1187,986,2024-11-27,2024-12-04,Atendimento,fechado,sim
1188,986,2024-08-08,2024-08-21,Tecnico,fechado,nao
1189,987,2023-03-09,2023-03-18,Atendimento,fechado,sim
1190,988,2024-01-09,2024-01-23,Rede,fechado,nao
1191,988,2024-07-06,2024-07-17,Rede,fechado,nao
1192,989,2024-01-15,2024-01-22,Tecnico,fechado,sim
1193,989,2024-09-03,,Tecnico,aberto,nao
1194,991,2024-03-29,,Rede,aberto,sim
1195,992,2023-09-10,,Rede,pendente,
1196,993,2023-09-19,,Atendimento,pendente,sim
1197,996,2024-03-03,2024-03-14,Tecnico,fechado,sim
1198,997,2024-06-10,,Atendimento,pendente,nao
1199,997,2023-06-06,2023-06-13,Tecnico,fechado,nao
1200,999,2023-04-01,,Rede,aberto,sim
1201,1001,2024-02-19,2024-03-01,Rede,fechado,
1202,1001,2023-04-17,2023-04-26,Cobranca,fechado,sim
1203,1002,2023-08-06,,Tecnico,pendente,sim
1204,1002,2024-09-05,2024-09-11,Rede,fechado,sim
1205,1002,2024-08-12,,Atendimento,pendente,sim
1206,1002,2023-02-25,2023-03-03,Rede,fechado,nao
1207,1003,2024-08-09,2024-08-09,Tecnico,fechado,nao
1208,1006,2024-08-23,2024-08-27,Atendimento,fechado,sim
1209,1007,2023-08-04,2023-08-18,Atendimento,fechado,nao
1210,1007,2023-12-01,2023-12-02,Atendimento,fechado,nao
1211,1007,2024-06-08,2024-06-20,Tecnico,fechado,sim
1212,1008,2023-06-13,2023-06-17,Cobranca,fechado,
1213,1008,2024-03-15,,Cobranca,aberto,sim
1214,1008,2024-11-09,2024-11-19,Tecnico,fechado,sim
1215,1011,2024-10-03,2024-10-14,Atendimento,fechado,sim
1216,1013,2024-09-25,2024-10-05,Cobranca,fechado,sim
1217,1013,2023-05-21,2023-05-26,Cobranca,fechado,
1218,1013,2024-01-01,2024-01-04,Cobranca,fechado,sim
1219,1013,2024-05-05,,Rede,pendente,sim
1220,1014,2023-08-03,2023-08-03,Tecnico,fechado,nao
1221,1016,2023-06-07,2023-06-20,Atendimento,fechado,sim
1222,1016,2023-03-15,2023-03-26,Rede,fechado,nao
1223,1016,2024-07-29,2024-08-01,Cobranca,fechado,nao
1224,1017,2024-06-12,2024-06-19,Atendimento,fechado,sim
1225,1017,2024-03-22,2024-04-04,Rede,fechado,sim
1226,1018,2023-10-23,2023-11-03,Cobranca,fechado,nao
1227,1020,2023-08-02,,Rede,aberto,sim
1228,1022,2024-09-18,2024-09-18,Tecnico,fechado,sim
1229,1023,2024-08-22,,Tecnico,pendente,sim
1230,1023,2023-03-05,2023-03-18,Cobranca,fechado,sim
1231,1023,2023-12-09,2023-12-09,Atendimento,fechado,sim
1232,1023,2024-12-07,,Tecnico,pendente,sim
1233,1023,2025-01-05,,Tecnico,aberto,sim
1234,1024,2024-03-21,2024-03-24,Rede,fechado,nao
1235,1025,2023-06-07,2023-06-13,Atendimento,fechado,nao
1236,1025,2023-02-09,2023-02-17,Tecnico,fechado,sim
1237,1026,2023-08-22,,Atendimento,aberto,sim
1238,1026,2024-09-06,2024-09-18,Rede,fechado,sim
1239,1028,2024-05-13,,Atendimento,pendente,nao
1240,1029,2025-01-05,2024-03-02,Tecnico,fechado,sim
1241,1029,2024-07-03,2024-07-14,Tecnico,fechado,sim
1242,1029,2024-02-20,2024-02-29,Tecnico,fechado,sim
1243,1031,2023-06-14,2023-06-26,Tecnico,fechado,sim
1244,1033,2024-12-23,2024-12-29,Tecnico,fechado,nao
1245,1033,2023-05-09,2023-05-16,Tecnico,fechado,
1246,1035,2024-09-25,2024-09-27,Cobranca,fechado,sim
1247,1035,2023-09-04,2023-09-04,Atendimento,fechado,sim
1248,1035,2024-12-01,2024-12-11,Tecnico,fechado,sim
1249,1038,2024-06-02,2024-06-04,Rede,fechado,sim
1250,1038,2023-12-22,2023-12-29,Atendimento,fechado,sim
1251,1040,2023-06-10,2023-06-24,Tecnico,fechado,sim
1252,1041,2023-12-02,2023-12-07,Rede,fechado,sim
1253,1041,2023-09-14,,Tecnico,pendente,sim
1254,1043,2023-09-18,,Atendimento,aberto,sim
1255,1044,2024-07-17,2024-07-31,Atendimento,fechado,sim
1256,1045,2023-01-31,2023-02-11,Atendimento,fechado,nao
1257,1045,2024-02-01,2024-02-10,Cobranca,fechado,sim
1258,1046,2024-06-27,2024-06-30,Atendimento,fechado,nao
1259,1046,2024-04-10,,Cobranca,pendente,sim
1260,1046,2023-08-02,,Tecnico,pendente,
1261,1047,2023-07-31,,Rede,aberto,sim
1262,1047,2023-07-02,,Rede,aberto,nao
1263,1048,2023-05-07,,Tecnico,pendente,nao
1264,1048,2023-12-12,,Cobranca,pendente,nao
1265,1048,2023-07-03,,Rede,aberto,sim
1266,1049,2024-06-27,2024-07-07,Atendimento,fechado,sim
1267,1049,2023-12-06,2023-12-14,Tecnico,fechado,
1268,1049,2024-08-17,2024-08-26,Atendimento,fechado,sim
1269,1049,2024-03-01,2024-03-13,Tecnico,fechado,sim
1270,1050,2024-01-15,2024-01-25,Rede,fechado,nao
1271,1051,2023-03-01,2023-03-10,Tecnico,fechado,sim
1272,1052,2023-06-13,2023-06-15,Rede,fechado,nao
1273,1056,2024-09-22,2024-10-03,Atendimento,fechado,sim
1274,1056,2023-07-18,2023-07-22,Cobranca,fechado,nao
1275,1056,2024-08-17,2024-08-27,Rede,fechado,sim
1276,1058,2024-05-02,,Tecnico,pendente,nao
1277,1059,2023-08-15,2023-08-21,Atendimento,fechado,nao
1278,1060,2024-06-08,,Atendimento,pendente,nao
1279,1060,2024-04-25,2024-05-03,Tecnico,fechado,nao
1280,1060,2023-08-22,2023-08-26,Rede,fechado,sim
1281,1061,2023-04-16,,Rede,aberto,
1282,1061,2023-06-10,2023-06-14,Cobranca,fechado,sim
1283,1061,2024-02-12,2024-02-15,Cobranca,fechado,nao
1284,1062,2024-08-11,,Rede,pendente,sim
1285,1063,2024-08-31,,Tecnico,pendente,sim
1286,1064,2023-01-30,2023-02-11,Cobranca,fechado,nao
1287,1066,2023-06-11,2023-06-13,Tecnico,fechado,nao
1288,1067,2023-12-08,,Atendimento,aberto,sim
1289,1067,2023-01-06,2023-01-08,Cobranca,fechado,sim
1290,1068,2024-11-20,2024-11-24,Cobranca,fechado,sim
1291,1069,2024-07-22,,Cobranca,aberto,sim
1292,1069,2023-02-05,2023-02-06,Tecnico,fechado,sim
1293,1071,2025-01-05,2024-01-08,Tecnico,fechado,sim
1294,1072,2023-03-30,,Cobranca,pendente,nao
1295,1073,2023-03-10,,Cobranca,pendente,sim
1296,1074,2023-02-16,2023-02-28,Rede,fechado,sim
1297,1075,2024-03-03,2024-03-10,Cobranca,fechado,
1298,1075,2024-09-07,2024-09-20,Rede,fechado,
1299,1075,2024-03-28,2024-04-02,Cobranca,fechado,
1300,1075,2024-10-28,,Rede,pendente,sim
1301,1076,2024-03-22,2024-04-04,Rede,fechado,nao
1302,1077,2024-06-15,2024-06-18,Atendimento,fechado,nao
1303,1079,2023-11-30,2023-12-09,Rede,fechado,
1304,1079,2024-01-29,2024-02-01,Cobranca,fechado,nao
1305,1082,2024-09-10,2024-09-17,Rede,fechado,sim
1306,1083,2023-07-25,2023-08-05,Tecnico,fechado,nao
1307,1083,2023-02-01,2023-02-01,Tecnico,fechado,nao
1308,1084,2023-05-26,2023-05-27,Atendimento,fechado,sim
1309,1085,2023-02-20,,Atendimento,aberto,sim
1310,1085,2024-03-28,2024-04-03,Cobranca,fechado,sim
1311,1085,2024-11-30,2024-11-30,Cobranca,fechado,nao
1312,1086,2023-01-14,2023-01-23,Cobranca,fechado,sim
1313,1087,2023-04-07,2023-04-15,Cobranca,fechado,nao
1314,1088,2023-03-08,2023-03-08,Atendimento,fechado,sim
1315,1088,2024-01-19,2024-01-24,Tecnico,fechado,sim
1316,1091,2023-03-02,2023-03-04,Tecnico,fechado,sim
1317,1091,2024-11-21,2024-11-30,Cobranca,fechado,sim
1318,1092,2024-02-21,,Tecnico,aberto,
1319,1092,2023-05-11,2023-05-13,Rede,fechado,sim
1320,1093,2023-11-14,2023-11-14,Tecnico,fechado,sim
1321,1097,2023-10-12,2023-10-18,Atendimento,fechado,sim
1322,1097,2023-05-31,2023-06-03,Atendimento,fechado,sim
1323,1098,2023-10-15,2023-10-16,Tecnico,fechado,sim
1324,1100,2024-04-27,2024-05-06,Rede,fechado,nao
1325,1100,2023-07-31,,Atendimento,aberto,sim
1326,1101,2023-02-25,2023-02-25,Atendimento,fechado,sim
1327,1104,2024-05-28,2024-06-09,Cobranca,fechado,sim
1328,1105,2023-11-16,2023-11-20,Atendimento,fechado,sim
1329,1106,2024-06-17,2024-06-20,Cobranca,fechado,sim
1330,1107,2023-06-30,2023-07-01,Tecnico,fechado,sim
1331,1109,2023-05-07,2023-05-12,Rede,fechado,nao
1332,1110,2023-06-06,2023-06-12,Cobranca,fechado,
1333,1111,2024-03-22,2024-03-23,Atendimento,fechado,sim
1334,1113,2024-06-27,2024-07-09,Atendimento,fechado,nao
1335,1114,2023-12-21,2023-12-24,Rede,fechado,sim
1336,1114,2023-02-06,2023-02-17,Cobranca,fechado,nao
1337,1116,2024-04-10,2024-04-21,Rede,fechado,nao
1338,1116,2025-01-05,2023-12-29,Atendimento,fechado,sim
1339,1121,2024-11-14,2024-11-15,Atendimento,fechado,
1340,1124,2023-12-16,2023-12-28,Tecnico,fechado,sim
1341,1124,2024-05-29,,Rede,pendente,nao
1342,1125,2023-11-22,2023-12-01,Tecnico,fechado,nao
1343,1126,2023-08-11,,Cobranca,aberto,nao
1344,1127,2023-06-23,,Rede,aberto,
1345,1127,2024-08-08,2024-08-19,Atendimento,fechado,nao
1346,1129,2024-05-30,2024-06-08,Atendimento,fechado,sim
1347,1131,2023-02-08,,Cobranca,aberto,nao
1348,1131,2023-04-09,2023-04-12,Atendimento,fechado,sim
1349,1132,2024-01-17,2024-01-22,Atendimento,fechado,sim
1350,1134,2023-05-02,2023-05-02,Atendimento,fechado,nao
1351,1135,2023-08-29,,Tecnico,aberto,sim
1352,1135,2023-06-07,2023-06-13,Atendimento,fechado,sim
1353,1138,2024-01-21,,Tecnico,pendente,
1354,1138,2023-01-05,2023-01-12,Tecnico,fechado,sim
1355,1140,2024-01-01,2024-01-09,Atendimento,fechado,sim
1356,1140,2023-11-11,2023-11-18,Atendimento,fechado,sim
1357,1141,2023-11-26,2023-12-06,Cobranca,fechado,sim
1358,1144,2024-05-08,,Rede,pendente,sim
1359,1144,2024-02-22,2024-03-06,Atendimento,fechado,sim
1360,1145,2023-12-09,2023-12-17,Rede,fechado,sim
1361,1147,2024-11-16,2024-11-25,Atendimento,fechado,sim
1362,1149,2024-12-16,2024-12-27,Cobranca,fechado,sim
1363,1149,2024-05-09,2024-05-22,Cobranca,fechado,nao
1364,1149,2024-07-15,2024-07-18,Tecnico,fechado,sim
1365,1150,2023-11-07,2023-11-09,Atendimento,fechado,sim
1366,1152,2023-12-05,2023-12-19,Cobranca,fechado,
1367,1152,2024-03-22,2024-04-03,Atendimento,fechado,sim
1368,1153,2023-01-18,,Cobranca,aberto,nao
1369,1154,2023-11-12,2023-11-21,Cobranca,fechado,sim
1370,1154,2024-11-16,2024-11-24,Rede,fechado,sim
1371,1156,2023-03-14,2023-03-16,Rede,fechado,sim
1372,1156,2024-11-24,2024-11-29,Atendimento,fechado,nao
1373,1156,2024-07-13,2024-07-27,Tecnico,fechado,sim
1374,1158,2023-10-30,,Tecnico,pendente,sim
1375,1158,2024-12-14,,Cobranca,aberto,sim
1376,1159,2024-07-04,2024-07-12,Tecnico,fechado,nao
1377,1160,2024-02-28,2024-02-29,Atendimento,fechado,sim
1378,1163,2024-06-04,2024-06-16,Rede,fechado,sim
1379,1163,2024-02-04,,Cobranca,aberto,sim
1380,1164,2024-11-12,2024-11-19,Cobranca,fechado,nao
1381,1164,2024-07-25,2024-08-03,Rede,fechado,sim
1382,1164,2024-10-08,2024-10-11,Tecnico,fechado,sim
1383,1164,2023-03-03,2023-03-10,Atendimento,fechado,sim
1384,1165,2023-04-25,2023-05-06,Atendimento,fechado,
1385,1165,2023-08-03,2023-08-08,Cobranca,fechado,sim
1386,1166,2023-11-10,2023-11-12,Atendimento,fechado,sim
1387,1170,2023-04-02,2023-04-06,Atendimento,fechado,nao
1388,1171,2024-03-23,,Rede,pendente,sim
1389,1173,2024-03-24,2024-03-25,Rede,fechado,sim
1390,1175,2024-11-16,2024-11-25,Atendimento,fechado,nao
1391,1175,2024-04-26,,Cobranca,aberto,sim
1392,1176,2023-11-22,2023-11-26,Atendimento,fechado,sim
1393,1177,2023-02-11,,Tecnico,aberto,sim
1394,1177,2023-11-07,,Cobranca,aberto,nao
1395,1177,2024-08-31,2024-09-02,Rede,fechado,nao
1396,1177,2023-02-06,2023-02-11,Tecnico,fechado,sim
1397,1178,2024-12-08,2024-12-16,Cobranca,fechado,sim
1398,1180,2024-12-08,2024-12-15,Rede,fechado,sim
1399,1180,2023-08-10,,Atendimento,pendente,sim
1400,1181,2023-12-04,2023-12-16,Tecnico,fechado,nao
1401,1182,2024-05-31,2024-05-31,Atendimento,fechado,sim
1402,1183,2023-09-14,2023-09-24,Atendimento,fechado,sim
1403,1183,2024-08-12,,Atendimento,pendente,sim
1404,1183,2025-01-05,2023-02-25,Tecnico,fechado,sim
1405,1184,2024-10-11,,Rede,pendente,nao
1406,1185,2023-10-01,2023-10-15,Atendimento,fechado,sim
1407,1185,2024-09-11,2024-09-13,Atendimento,fechado,nao
1408,1186,2024-02-23,,Tecnico,aberto,nao
1409,1186,2024-03-04,2024-03-08,Atendimento,fechado,sim
1410,1186,2023-05-07,2023-05-17,Tecnico,fechado,sim
1411,1187,2024-03-29,,Cobranca,aberto,
1412,1187,2024-10-17,2024-10-25,Atendimento,fechado,
1413,1188,2024-07-17,2024-07-22,Rede,fechado,
1414,1188,2023-03-20,,Tecnico,aberto,
1415,1188,2023-01-11,2023-01-20,Cobranca,fechado,sim
1416,1189,2024-09-16,2024-09-28,Atendimento,fechado,sim
1417,1191,2023-10-15,,Rede,pendente,nao
1418,1192,2023-07-12,2023-07-16,Atendimento,fechado,sim
1419,1192,2024-07-30,2024-08-04,Atendimento,fechado,sim
1420,1193,2024-12-20,2024-12-27,Atendimento,fechado,sim
1421,1195,2023-01-12,2023-01-22,Tecnico,fechado,sim
1422,1195,2024-02-01,2024-02-02,Tecnico,fechado,nao
1423,1196,2024-07-09,2024-07-23,Cobranca,fechado,
1424,1198,2024-06-19,,Atendimento,pendente,sim
1425,1198,2024-05-10,,Rede,aberto,sim
1426,1198,2024-07-12,2024-07-22,Atendimento,fechado,sim
1427,1201,2024-11-19,2024-11-28,Rede,fechado,nao
1428,1201,2023-01-18,2023-01-31,Cobranca,fechado,nao
1429,1202,2024-06-14,2024-06-27,Rede,fechado,
1430,1202,2023-06-04,2023-06-08,Rede,fechado,sim
1431,1202,2024-07-22,,Rede,pendente,sim
1432,1203,2024-08-12,,Tecnico,aberto,sim
1433,1203,2024-08-21,,Tecnico,pendente,nao
1434,1204,2024-09-02,2024-09-05,Cobranca,fechado,
1435,1206,2024-10-01,,Rede,pendente,sim
1436,1206,2024-11-13,2024-11-15,Atendimento,fechado,nao
1437,1206,2024-06-03,2024-06-06,Rede,fechado,sim
1438,1206,2024-12-22,2024-12-29,Cobranca,fechado,sim
1439,1206,2023-05-26,,Cobranca,pendente,sim
1440,1207,2023-07-12,2023-07-17,Tecnico,fechado,sim
1441,1207,2024-08-26,,Tecnico,pendente,
1442,1210,2023-10-22,2023-10-26,Atendimento,fechado,sim
1443,1211,2023-04-23,2023-05-04,Cobranca,fechado,
1444,1212,2023-08-09,2023-08-17,Atendimento,fechado,sim
