contrato_id;customer_id;plano_id;uf;data_inicio;data_cancelamento;status_churn;data_referencia;tempo_de_casa_dias;tempo_de_casa_meses;inicio_janela_90d;fim_janela_90d
1417;1417;3;PE;2023-04-18;2024-09-03;cancelou;2024-09-03;504;16;2024-06-05;2024-09-03
1418;1418;2;SP;2022-07-20;;ativo;2024-12-31;895;29;2024-10-02;2024-12-31
1419;1419;3;SP;2022-08-02;2023-10-30;cancelou;2023-10-30;454;15;2023-08-01;2023-10-30
1420;1420;1;RJ;2024-04-21;;ativo;2024-12-31;254;8;2024-10-02;2024-12-31
1421;1421;1;RJ;2023-02-06;;ativo;2024-12-31;694;23;2024-10-02;2024-12-31
1422;1422;3;PE;2024-06-25;2024-11-06;cancelou;2024-11-06;134;4;2024-08-08;2024-11-06
1423;1423;3;SP;2024-06-12;;ativo;2024-12-31;202;6;2024-10-02;2024-12-31
1424;1424;1;SP;2024-06-19;2024-09-17;cancelou;2024-09-17;90;3;2024-06-19;2024-09-17
1425;1425;1;MG;2023-06-20;;ativo;2024-12-31;560;18;2024-10-02;2024-12-31
1426;1426;1;PR;2022-02-22;;ativo;2024-12-31;1043;34;2024-10-02;2024-12-31
1427;1427;4;BA;2023-11-07;;ativo;2024-12-31;420;14;2024-10-02;2024-12-31
1428;1428;1;PR;2024-05-16;;ativo;2024-12-31;229;7;2024-10-02;2024-12-31
1429;1429;2;PE;2022-02-13;2024-01-25;cancelou;2024-01-25;711;23;2023-10-27;2024-01-25
1430;1430;1;PR;2023-01-20;;ativo;2024-12-31;711;23;2024-10-02;2024-12-31
1431;1431;2;BA;2022-10-01;;ativo;2024-12-31;822;27;2024-10-02;2024-12-31
1432;1432;4;MG;2022-01-17;;ativo;2024-12-31;1079;35;2024-10-02;2024-12-31
1433;1433;3;RJ;2022-04-03;;ativo;2024-12-31;1003;33;2024-10-02;2024-12-31
1434;1434;1;RS;2022-06-11;;ativo;2024-12-31;934;31;2024-10-02;2024-12-31
1435;1435;1;SP;2022-09-11;;ativo;2024-12-31;842;28;2024-10-02;2024-12-31
1436;1436;2;CE;2024-04-01;;ativo;2024-12-31;274;9;2024-10-02;2024-12-31
1437;1437;4;BA;2023-01-05;;ativo;2024-12-31;726;24;2024-10-02;2024-12-31
1438;1438;2;SP;2022-02-26;;ativo;2024-12-31;1039;34;2024-10-02;2024-12-31
1439;1439;1;MG;2022-03-17;;ativo;2024-12-31;1020;34;2024-10-02;2024-12-31
1440;1440;2;PE;2024-06-18;;ativo;2024-12-31;196;6;2024-10-02;2024-12-31
1441;1441;4;PR;2023-10-11;;ativo;2024-12-31;447;14;2024-10-02;2024-12-31
1442;1442;3;RS;2022-11-02;;ativo;2024-12-31;790;26;2024-10-02;2024-12-31
1443;1443;1;MG;2022-11-20;;ativo;2024-12-31;772;25;2024-10-02;2024-12-31
1444;1444;2;SP;2022-07-08;;ativo;2024-12-31;907;30;2024-10-02;2024-12-31
1445;1445;2;RJ;2023-10-14;;ativo;2024-12-31;444;14;2024-10-02;2024-12-31
1446;1446;2;BA;2023-08-06;;ativo;2024-12-31;513;17;2024-10-02;2024-12-31
1447;1447;1;PE;2022-08-12;;ativo;2024-12-31;872;29;2024-10-02;2024-12-31
1448;1448;2;SP;2023-04-17;;ativo;2024-12-31;624;20;2024-10-02;2024-12-31
1449;1449;3;SP;2024-03-12;;ativo;2024-12-31;294;9;2024-10-02;2024-12-31
1450;1450;3;RJ;2022-06-20;;ativo;2024-12-31;925;30;2024-10-02;2024-12-31
1451;1451;1;MG;2024-02-16;;ativo;2024-12-31;319;10;2024-10-02;2024-12-31
1452;1452;3;RJ;2022-04-16;2023-06-14;cancelou;2023-06-14;424;14;2023-03-16;2023-06-14
1453;1453;3;RJ;2023-04-22;;ativo;2024-12-31;619;20;2024-10-02;2024-12-31
1454;1454;1;MG;2023-04-09;;ativo;2024-12-31;632;21;2024-10-02;2024-12-31
1455;1455;1;MG;2022-06-30;;ativo;2024-12-31;915;30;2024-10-02;2024-12-31
1456;1456;2;CE;2022-03-17;;ativo;2024-12-31;1020;34;2024-10-02;2024-12-31
1457;1457;4;SP;2022-11-05;;ativo;2024-12-31;787;26;2024-10-02;2024-12-31
1458;1458;1;SP;2024-05-28;;ativo;2024-12-31;217;7;2024-10-02;2024-12-31
1459;1459;4;PR;2023-08-06;2024-12-10;cancelou;2024-12-10;492;16;2024-09-11;2024-12-10
1460;1460;1;BA;2023-08-31;2024-04-05;cancelou;2024-04-05;218;7;2024-01-06;2024-04-05
1461;1461;1;RJ;2024-06-07;;ativo;2024-12-31;207;6;2024-10-02;2024-12-31
1462;1462;3;RJ;2022-07-21;;ativo;2024-12-31;894;29;2024-10-02;2024-12-31
1463;1463;3;BA;2023-01-08;2023-12-10;cancelou;2023-12-10;336;11;2023-09-11;2023-12-10
1464;1464;1;RS;2022-04-28;;ativo;2024-12-31;978;32;2024-10-02;2024-12-31
1465;1465;3;RJ;2022-08-28;;ativo;2024-12-31;856;28;2024-10-02;2024-12-31
1466;1466;4;RS;2024-05-10;;ativo;2024-12-31;235;7;2024-10-02;2024-12-31
1467;1467;2;RS;2022-05-17;;ativo;2024-12-31;959;31;2024-10-02;2024-12-31
1468;1468;3;CE;2022-03-20;;ativo;2024-12-31;1017;33;2024-10-02;2024-12-31
1469;1469;1;SP;2022-12-01;2024-10-19;cancelou;2024-10-19;688;22;2024-07-21;2024-10-19
1470;1470;2;BA;2024-02-11;;ativo;2024-12-31;324;10;2024-10-02;2024-12-31
1471;1471;4;SP;2023-11-11;;ativo;2024-12-31;416;13;2024-10-02;2024-12-31
1472;1472;1;BA;2023-10-20;2024-05-18;cancelou;2024-05-18;211;7;2024-02-18;2024-05-18
1473;1473;1;SP;2022-04-03;;ativo;2024-12-31;1003;33;2024-10-02;2024-12-31
1474;1474;3;PR;2023-01-16;;ativo;2024-12-31;715;23;2024-10-02;2024-12-31
1475;1475;2;SP;2023-09-27;2024-08-21;cancelou;2024-08-21;329;10;2024-05-23;2024-08-21
1476;1476;2;CE;2024-02-04;;ativo;2024-12-31;331;11;2024-10-02;2024-12-31
1477;1477;3;PE;2023-07-20;2024-12-04;cancelou;2024-12-04;503;16;2024-09-05;2024-12-04
1478;1478;2;BA;2023-10-17;;ativo;2024-12-31;441;14;2024-10-02;2024-12-31
1479;1479;1;PE;2022-12-30;2023-06-25;cancelou;2023-06-25;177;5;2023-03-27;2023-06-25
1480;1480;1;BA;2022-09-22;;ativo;2024-12-31;831;27;2024-10-02;2024-12-31
1481;1481;2;BA;2023-02-03;2023-08-19;cancelou;2023-08-19;197;6;2023-05-21;2023-08-19
1482;1482;2;MG;2023-12-24;;ativo;2024-12-31;373;12;2024-10-02;2024-12-31
1483;1483;3;SP;2022-07-20;;ativo;2024-12-31;895;29;2024-10-02;2024-12-31
1484;1484;2;BA;2024-05-27;;ativo;2024-12-31;218;7;2024-10-02;2024-12-31
1485;1485;3;SP;2023-05-24;;ativo;2024-12-31;587;19;2024-10-02;2024-12-31
1486;1486;2;CE;2024-04-03;;ativo;2024-12-31;272;9;2024-10-02;2024-12-31
1487;1487;1;RJ;2022-09-03;;ativo;2024-12-31;850;28;2024-10-02;2024-12-31
1488;1488;3;PE;2023-04-23;2023-04-18;cancelou;2023-04-18;-5;-1;2023-01-18;2023-04-18
1489;1489;3;PR;2023-02-12;;ativo;2024-12-31;688;22;2024-10-02;2024-12-31
1490;1490;3;CE;2023-07-15;2024-08-19;cancelou;2024-08-19;401;13;2024-05-21;2024-08-19
1491;1491;3;SP;2022-10-07;;ativo;2024-12-31;816;27;2024-10-02;2024-12-31
1492;1492;3;BA;2023-01-31;;ativo;2024-12-31;700;23;2024-10-02;2024-12-31
1493;1493;3;SP;2024-06-14;;ativo;2024-12-31;200;6;2024-10-02;2024-12-31
1494;1494;3;RJ;2023-05-07;;ativo;2024-12-31;604;20;2024-10-02;2024-12-31
1495;1495;1;BA;2024-06-06;;ativo;2024-12-31;208;6;2024-10-02;2024-12-31
1496;1496;1;PE;2022-12-20;;ativo;2024-12-31;742;24;2024-10-02;2024-12-31
1497;1497;4;BA;2022-11-04;;ativo;2024-12-31;788;26;2024-10-02;2024-12-31
1498;1498;2;RS;2023-04-08;;ativo;2024-12-31;633;21;2024-10-02;2024-12-31
1499;1499;2;SP;2022-08-14;2023-04-12;cancelou;2023-04-12;241;8;2023-01-12;2023-04-12
1500;1500;1;BA;2024-01-24;;ativo;2024-12-31;342;11;2024-10-02;2024-12-31
1501;1501;1;MG;2022-03-25;;ativo;2024-12-31;1012;33;2024-10-02;2024-12-31
1502;1502;2;CE;2022-06-26;;ativo;2024-12-31;919;30;2024-10-02;2024-12-31
1503;1503;1;RJ;2023-04-16;;ativo;2024-12-31;625;20;2024-10-02;2024-12-31
1504;1504;1;CE;2023-01-19;;ativo;2024-12-31;712;23;2024-10-02;2024-12-31
1505;1505;2;RJ;2024-06-19;;ativo;2024-12-31;195;6;2024-10-02;2024-12-31
1506;1506;3;SP;2024-03-16;;ativo;2024-12-31;290;9;2024-10-02;2024-12-31
1507;1507;2;RS;2022-12-06;2023-06-16;cancelou;2023-06-16;192;6;2023-03-18;2023-06-16
1508;1508;1;SP;2022-04-02;2023-03-25;cancelou;2023-03-25;357;11;2022-12-25;2023-03-25
1509;1509;1;RS;2023-05-24;;ativo;2024-12-31;587;19;2024-10-02;2024-12-31
1510;1510;2;RS;2024-02-14;;ativo;2024-12-31;321;10;2024-10-02;2024-12-31
1511;1511;2;RJ;2023-06-08;;ativo;2024-12-31;572;19;2024-10-02;2024-12-31
1512;1512;3;CE;2024-01-06;;ativo;2024-12-31;360;12;2024-10-02;2024-12-31
1513;1513;2;CE;2023-07-09;;ativo;2024-12-31;541;18;2024-10-02;2024-12-31
1514;1514;4;RJ;2022-07-19;2022-10-05;cancelou;2022-10-05;78;2;2022-07-07;2022-10-05
1515;1515;2;RJ;2022-02-09;;ativo;2024-12-31;1056;35;2024-10-02;2024-12-31
1516;1516;2;SP;2022-07-30;;ativo;2024-12-31;885;29;2024-10-02;2024-12-31
1517;1517;1;RJ;2022-10-09;2023-12-21;cancelou;2023-12-21;438;14;2023-09-22;2023-12-21
1518;1518;3;MG;2023-04-03;2024-03-08;cancelou;2024-03-08;340;11;2023-12-09;2024-03-08
1519;1519;1;RJ;2022-01-11;;ativo;2024-12-31;1085;36;2024-10-02;2024-12-31
1520;1520;1;RJ;2023-06-10;;ativo;2024-12-31;570;19;2024-10-02;2024-12-31
1521;1521;2;PE;2024-06-19;;ativo;2024-12-31;195;6;2024-10-02;2024-12-31
1522;1522;1;RJ;2023-05-14;;ativo;2024-12-31;597;19;2024-10-02;2024-12-31
1523;1523;1;SP;2023-12-04;2024-04-03;cancelou;2024-04-03;121;4;2024-01-04;2024-04-03
1524;1524;1;RJ;2022-01-18;;ativo;2024-12-31;1078;35;2024-10-02;2024-12-31
1525;1525;4;PR;2024-06-29;;ativo;2024-12-31;185;6;2024-10-02;2024-12-31
1526;1526;2;PR;2023-06-15;;ativo;2024-12-31;565;18;2024-10-02;2024-12-31
1527;1527;2;PE;2022-10-16;;ativo;2024-12-31;807;26;2024-10-02;2024-12-31
1528;1528;1;PE;2022-05-06;2022-12-05;cancelou;2022-12-05;213;7;2022-09-06;2022-12-05
1529;1529;4;PR;2022-02-22;2023-04-04;cancelou;2023-04-04;406;13;2023-01-04;2023-04-04
1530;1530;1;PE;2023-10-25;;ativo;2024-12-31;433;14;2024-10-02;2024-12-31
1531;1531;1;PE;2024-04-09;;ativo;2024-12-31;266;8;2024-10-02;2024-12-31
1532;1532;2;CE;2023-08-09;2023-09-18;cancelou;2023-09-18;40;1;2023-06-20;2023-09-18
1533;1533;2;CE;2022-08-04;;ativo;2024-12-31;880;29;2024-10-02;2024-12-31
1534;1534;2;RJ;2023-08-02;2024-12-07;cancelou;2024-12-07;493;16;2024-09-08;2024-12-07
1535;1535;1;PR;2023-09-28;;ativo;2024-12-31;460;15;2024-10-02;2024-12-31
1536;1536;2;SP;2023-07-23;2024-05-20;cancelou;2024-05-20;302;10;2024-02-20;2024-05-20
1537;1537;1;PR;2024-06-30;;ativo;2024-12-31;184;6;2024-10-02;2024-12-31
1538;1538;2;PR;2024-05-31;;ativo;2024-12-31;214;7;2024-10-02;2024-12-31
1539;1539;3;MG;2023-10-28;;ativo;2024-12-31;430;14;2024-10-02;2024-12-31
1540;1540;1;MG;2022-03-13;;ativo;2024-12-31;1024;34;2024-10-02;2024-12-31
1541;1541;1;PE;2024-04-05;;ativo;2024-12-31;270;9;2024-10-02;2024-12-31
1542;1542;2;SP;2022-04-20;2023-08-29;cancelou;2023-08-29;496;16;2023-05-31;2023-08-29
1543;1543;2;CE;2023-10-13;;ativo;2024-12-31;445;14;2024-10-02;2024-12-31
1544;1544;2;RS;2023-02-26;;ativo;2024-12-31;674;22;2024-10-02;2024-12-31
1545;1545;1;SP;2023-11-09;2024-12-02;cancelou;2024-12-02;389;12;2024-09-03;2024-12-02
1546;1546;2;MG;2022-11-22;;ativo;2024-12-31;770;25;2024-10-02;2024-12-31
1547;1547;3;PR;2023-01-07;;ativo;2024-12-31;724;24;2024-10-02;2024-12-31
1548;1548;2;PR;2022-04-16;2022-09-21;cancelou;2022-09-21;158;5;2022-06-23;2022-09-21
1549;1549;3;SP;2024-03-06;;ativo;2024-12-31;300;10;2024-10-02;2024-12-31
1550;1550;1;SP;2022-08-14;2022-11-17;cancelou;2022-11-17;95;3;2022-08-19;2022-11-17
1551;1551;2;CE;2023-05-06;2024-08-06;cancelou;2024-08-06;458;15;2024-05-08;2024-08-06
1552;1552;2;MG;2024-02-28;;ativo;2024-12-31;307;10;2024-10-02;2024-12-31
1553;1553;3;SP;2022-04-02;;ativo;2024-12-31;1004;33;2024-10-02;2024-12-31
1554;1554;1;SP;2024-01-02;;ativo;2024-12-31;364;12;2024-10-02;2024-12-31
1555;1555;2;PE;2022-07-17;2023-08-31;cancelou;2023-08-31;410;13;2023-06-02;2023-08-31
1556;1556;1;PE;2022-01-06;;ativo;2024-12-31;1090;36;2024-10-02;2024-12-31
1557;1557;1;RS;2022-03-11;;ativo;2024-12-31;1026;34;2024-10-02;2024-12-31
1558;1558;1;BA;2023-10-15;;ativo;2024-12-31;443;14;2024-10-02;2024-12-31
1559;1559;1;PR;2024-06-05;;ativo;2024-12-31;209;6;2024-10-02;2024-12-31
1560;1560;2;PE;2023-02-22;2023-10-08;cancelou;2023-10-08;228;7;2023-07-10;2023-10-08
1561;1561;2;RS;2024-02-07;;ativo;2024-12-31;328;10;2024-10-02;2024-12-31
1562;1562;3;SP;2022-06-19;;ativo;2024-12-31;926;30;2024-10-02;2024-12-31
1563;1563;1;PR;2023-04-13;;ativo;2024-12-31;628;20;2024-10-02;2024-12-31
1564;1564;4;PE;2023-02-08;2024-11-07;cancelou;2024-11-07;638;21;2024-08-09;2024-11-07
1565;1565;2;RJ;2022-03-21;;ativo;2024-12-31;1016;33;2024-10-02;2024-12-31
1566;1566;2;CE;2023-11-11;;ativo;2024-12-31;416;13;2024-10-02;2024-12-31
1567;1567;2;PE;2023-01-23;;ativo;2024-12-31;708;23;2024-10-02;2024-12-31
1568;1568;3;PR;2023-09-08;2024-03-25;cancelou;2024-03-25;199;6;2023-12-26;2024-03-25
1569;1569;2;RS;2023-03-25;2024-10-14;cancelou;2024-10-14;569;18;2024-07-16;2024-10-14
1570;1570;2;RJ;2024-05-24;;ativo;2024-12-31;221;7;2024-10-02;2024-12-31
1571;1571;4;SP;2023-06-10;;ativo;2024-12-31;570;19;2024-10-02;2024-12-31
1572;1572;1;PR;2023-07-01;;ativo;2024-12-31;549;18;2024-10-02;2024-12-31
1573;1573;2;SP;2022-03-22;;ativo;2024-12-31;1015;33;2024-10-02;2024-12-31
1574;1574;2;CE;2022-11-11;2024-08-16;cancelou;2024-08-16;644;21;2024-05-18;2024-08-16
1575;1575;1;SP;2022-01-09;;ativo;2024-12-31;1087;36;2024-10-02;2024-12-31
1576;1576;4;RS;2024-01-04;;ativo;2024-12-31;362;12;2024-10-02;2024-12-31
1577;1577;2;RJ;2023-06-06;;ativo;2024-12-31;574;19;2024-10-02;2024-12-31
1578;1578;1;SP;2022-12-26;2023-02-09;cancelou;2023-02-09;45;1;2022-11-11;2023-02-09
1579;1579;3;RJ;2022-07-21;;ativo;2024-12-31;894;29;2024-10-02;2024-12-31
1580;1580;2;PR;2023-07-05;;ativo;2024-12-31;545;18;2024-10-02;2024-12-31
1581;1581;1;PR;2023-12-21;;ativo;2024-12-31;376;12;2024-10-02;2024-12-31
1582;1582;1;RS;2022-07-30;;ativo;2024-12-31;885;29;2024-10-02;2024-12-31
1583;1583;2;RS;2022-11-18;;ativo;2024-12-31;774;25;2024-10-02;2024-12-31
1584;1584;3;PE;2023-03-29;;ativo;2024-12-31;643;21;2024-10-02;2024-12-31
1585;1585;1;RJ;2024-06-17;;ativo;2024-12-31;197;6;2024-10-02;2024-12-31
1586;1586;3;CE;2023-07-13;;ativo;2024-12-31;537;17;2024-10-02;2024-12-31
1587;1587;3;CE;2022-09-21;;ativo;2024-12-31;832;27;2024-10-02;2024-12-31
1588;1588;2;MG;2022-12-06;;ativo;2024-12-31;756;25;2024-10-02;2024-12-31
1589;1589;1;BA;2024-04-27;;ativo;2024-12-31;248;8;2024-10-02;2024-12-31
1590;1590;1;BA;2023-02-10;;ativo;2024-12-31;690;23;2024-10-02;2024-12-31
1591;1591;3;CE;2023-03-08;;ativo;2024-12-31;664;22;2024-10-02;2024-12-31
1592;1592;2;PE;2022-09-18;;ativo;2024-12-31;835;27;2024-10-02;2024-12-31
1593;1593;2;SP;2023-07-12;2024-06-10;cancelou;2024-06-10;334;11;2024-03-12;2024-06-10
1594;1594;2;CE;2022-07-15;;ativo;2024-12-31;900;30;2024-10-02;2024-12-31
1595;1595;3;SP;2024-06-01;;ativo;2024-12-31;213;7;2024-10-02;2024-12-31
1596;1596;2;CE;2023-01-10;;ativo;2024-12-31;721;24;2024-10-02;2024-12-31
1597;1597;1;SP;2022-11-01;;ativo;2024-12-31;791;26;2024-10-02;2024-12-31
1598;1598;2;RS;2024-05-15;2024-06-15;cancelou;2024-06-15;31;1;2024-03-17;2024-06-15
1599;1599;1;BA;2022-09-14;;ativo;2024-12-31;839;27;2024-10-02;2024-12-31
1600;1600;2;MG;2022-07-16;2022-09-01;cancelou;2022-09-01;47;1;2022-06-03;2022-09-01
1601;1601;2;MG;2022-05-05;;ativo;2024-12-31;971;32;2024-10-02;2024-12-31
1602;1602;2;PE;2023-10-11;;ativo;2024-12-31;447;14;2024-10-02;2024-12-31
1603;1603;2;RJ;2023-04-09;;ativo;2024-12-31;632;21;2024-10-02;2024-12-31
1604;1604;3;CE;2023-05-24;;ativo;2024-12-31;587;19;2024-10-02;2024-12-31
1605;1605;1;SP;2023-05-06;2024-12-11;cancelou;2024-12-11;585;19;2024-09-12;2024-12-11
1606;1606;3;PE;2022-03-30;2022-12-23;cancelou;2022-12-23;268;8;2022-09-24;2022-12-23
1607;1607;4;RJ;2024-06-23;;ativo;2024-12-31;191;6;2024-10-02;2024-12-31
1608;1608;2;CE;2022-07-14;;ativo;2024-12-31;901;30;2024-10-02;2024-12-31
1609;1609;1;MG;2023-08-08;;ativo;2024-12-31;511;17;2024-10-02;2024-12-31
1610;1610;1;BA;2024-06-26;;ativo;2024-12-31;188;6;2024-10-02;2024-12-31
1611;1611;1;RJ;2023-09-25;;ativo;2024-12-31;463;15;2024-10-02;2024-12-31
1612;1612;2;PE;2024-06-12;;ativo;2024-12-31;202;6;2024-10-02;2024-12-31
1613;1613;1;SP;2023-11-14;;ativo;2024-12-31;413;13;2024-10-02;2024-12-31
1614;1614;2;MG;2022-08-03;;ativo;2024-12-31;881;29;2024-10-02;2024-12-31
1615;1615;2;RS;2023-08-31;;ativo;2024-12-31;488;16;2024-10-02;2024-12-31
1616;1616;3;BA;2023-05-04;;ativo;2024-12-31;607;20;2024-10-02;2024-12-31
1617;1617;2;CE;2022-12-03;;ativo;2024-12-31;759;25;2024-10-02;2024-12-31
1618;1618;4;RJ;2023-09-18;;ativo;2024-12-31;470;15;2024-10-02;2024-12-31
1619;1619;2;RS;2022-01-13;;ativo;2024-12-31;1083;36;2024-10-02;2024-12-31
1620;1620;1;SP;2024-03-25;;ativo;2024-12-31;281;9;2024-10-02;2024-12-31
1621;1621;1;BA;2022-09-11;2023-03-25;cancelou;2023-03-25;195;6;2022-12-25;2023-03-25
1622;1622;1;RS;2022-05-25;2022-10-06;cancelou;2022-10-06;134;4;2022-07-08;2022-10-06
1623;1623;1;CE;2022-06-18;;ativo;2024-12-31;927;30;2024-10-02;2024-12-31
1624;1624;2;SP;2023-05-27;;ativo;2024-12-31;584;19;2024-10-02;2024-12-31
1625;1625;3;CE;2024-06-18;;ativo;2024-12-31;196;6;2024-10-02;2024-12-31
1626;1626;1;MG;2022-07-30;;ativo;2024-12-31;885;29;2024-10-02;2024-12-31
1627;1627;4;RJ;2022-08-20;2023-09-10;cancelou;2023-09-10;386;12;2023-06-12;2023-09-10
1628;1628;3;RJ;2023-08-29;;ativo;2024-12-31;490;16;2024-10-02;2024-12-31
1629;1629;4;CE;2024-05-03;;ativo;2024-12-31;242;8;2024-10-02;2024-12-31
1630;1630;3;PR;2023-02-23;;ativo;2024-12-31;677;22;2024-10-02;2024-12-31
1631;1631;1;RJ;2022-04-18;;ativo;2024-12-31;988;32;2024-10-02;2024-12-31
1632;1632;2;RJ;2022-09-24;2024-07-02;cancelou;2024-07-02;647;21;2024-04-03;2024-07-02
1633;1633;3;RJ;2023-01-09;;ativo;2024-12-31;722;24;2024-10-02;2024-12-31
1634;1634;2;RJ;2022-05-23;2023-01-07;cancelou;2023-01-07;229;7;2022-10-09;2023-01-07
1635;1635;2;SP;2022-08-17;;ativo;2024-12-31;867;28;2024-10-02;2024-12-31
1636;1636;3;MG;2024-04-29;;ativo;2024-12-31;246;8;2024-10-02;2024-12-31
1637;1637;2;SP;2023-09-27;;ativo;2024-12-31;461;15;2024-10-02;2024-12-31
1638;1638;1;RS;2024-03-10;;ativo;2024-12-31;296;9;2024-10-02;2024-12-31
1639;1639;2;RS;2022-10-08;;ativo;2024-12-31;815;27;2024-10-02;2024-12-31
1640;1640;4;RS;2023-05-07;;ativo;2024-12-31;604;20;2024-10-02;2024-12-31
1641;1641;2;SP;2023-11-14;;ativo;2024-12-31;413;13;2024-10-02;2024-12-31
1642;1642;2;CE;2023-03-07;;ativo;2024-12-31;665;22;2024-10-02;2024-12-31
1643;1643;1;PE;2023-08-01;;ativo;2024-12-31;518;17;2024-10-02;2024-12-31
1644;1644;2;RJ;2023-08-15;;ativo;2024-12-31;504;16;2024-10-02;2024-12-31
1645;1645;2;PE;2022-03-25;;ativo;2024-12-31;1012;33;2024-10-02;2024-12-31
1646;1646;1;BA;2022-08-22;;ativo;2024-12-31;862;28;2024-10-02;2024-12-31
1647;1647;2;RJ;2024-04-07;;ativo;2024-12-31;268;8;2024-10-02;2024-12-31
1648;1648;1;RJ;2022-05-28;;ativo;2024-12-31;948;31;2024-10-02;2024-12-31
1649;1649;2;RJ;2023-01-18;;ativo;2024-12-31;713;23;2024-10-02;2024-12-31
1650;1650;2;PE;2023-09-26;;ativo;2024-12-31;462;15;2024-10-02;2024-12-31
1651;1651;1;RJ;2023-08-05;;ativo;2024-12-31;514;17;2024-10-02;2024-12-31
1652;1652;4;PR;2023-11-28;;ativo;2024-12-31;399;13;2024-10-02;2024-12-31
1653;1653;4;SP;2023-02-03;;ativo;2024-12-31;697;23;2024-10-02;2024-12-31
1654;1654;4;BA;2024-06-28;;ativo;2024-12-31;186;6;2024-10-02;2024-12-31
1655;1655;1;CE;2022-04-04;;ativo;2024-12-31;1002;33;2024-10-02;2024-12-31
1656;1656;1;RJ;2023-05-14;;ativo;2024-12-31;597;19;2024-10-02;2024-12-31
1657;1657;1;PR;2023-09-20;;ativo;2024-12-31;468;15;2024-10-02;2024-12-31
1658;1658;2;PE;2022-02-16;;ativo;2024-12-31;1049;34;2024-10-02;2024-12-31
1659;1659;2;MG;2023-07-18;;ativo;2024-12-31;532;17;2024-10-02;2024-12-31
1660;1660;4;PR;2022-05-07;;ativo;2024-12-31;969;32;2024-10-02;2024-12-31
1661;1661;2;RJ;2023-04-18;;ativo;2024-12-31;623;20;2024-10-02;2024-12-31
1662;1662;1;RS;2024-05-16;2024-12-20;cancelou;2024-12-20;218;7;2024-09-21;2024-12-20
1663;1663;2;RJ;2022-01-05;;ativo;2024-12-31;1091;36;2024-10-02;2024-12-31
1664;1664;1;MG;2023-03-02;;ativo;2024-12-31;670;22;2024-10-02;2024-12-31
1665;1665;3;PR;2023-01-27;;ativo;2024-12-31;704;23;2024-10-02;2024-12-31
1666;1666;1;RJ;2023-01-21;2024-07-27;cancelou;2024-07-27;553;18;2024-04-28;2024-07-27
1667;1667;4;CE;2022-07-02;2024-01-20;cancelou;2024-01-20;567;18;2023-10-22;2024-01-20
1668;1668;3;PE;2022-12-24;;ativo;2024-12-31;738;24;2024-10-02;2024-12-31
1669;1669;1;PR;2023-04-07;2024-02-23;cancelou;2024-02-23;322;10;2023-11-25;2024-02-23
1670;1670;2;PR;2022-05-08;;ativo;2024-12-31;968;32;2024-10-02;2024-12-31
1671;1671;2;MG;2023-02-07;;ativo;2024-12-31;693;23;2024-10-02;2024-12-31
1672;1672;3;BA;2023-12-07;;ativo;2024-12-31;390;13;2024-10-02;2024-12-31
1673;1673;2;RS;2023-04-10;;ativo;2024-12-31;631;21;2024-10-02;2024-12-31
1674;1674;1;RS;2022-06-12;;ativo;2024-12-31;933;31;2024-10-02;2024-12-31
1675;1675;1;BA;2023-12-02;;ativo;2024-12-31;395;13;2024-10-02;2024-12-31
1676;1676;3;RJ;2022-09-18;;ativo;2024-12-31;835;27;2024-10-02;2024-12-31
1677;1677;1;RJ;2023-05-04;;ativo;2024-12-31;607;20;2024-10-02;2024-12-31
1678;1678;3;PE;2022-03-21;;ativo;2024-12-31;1016;33;2024-10-02;2024-12-31
1679;1679;1;RJ;2023-10-16;;ativo;2024-12-31;442;14;2024-10-02;2024-12-31
1680;1680;1;MG;2023-05-05;;ativo;2024-12-31;606;20;2024-10-02;2024-12-31
1681;1681;1;SP;2022-03-17;;ativo;2024-12-31;1020;34;2024-10-02;2024-12-31
1682;1682;3;PR;2023-09-23;;ativo;2024-12-31;465;15;2024-10-02;2024-12-31
1683;1683;3;CE;2023-11-10;2024-09-28;cancelou;2024-09-28;323;10;2024-06-30;2024-09-28
1684;1684;1;RS;2024-01-10;;ativo;2024-12-31;356;11;2024-10-02;2024-12-31
1685;1685;1;SP;2022-10-15;;ativo;2024-12-31;808;26;2024-10-02;2024-12-31
1686;1686;1;RS;2023-11-15;;ativo;2024-12-31;412;13;2024-10-02;2024-12-31
1687;1687;3;SP;2023-05-22;;ativo;2024-12-31;589;19;2024-10-02;2024-12-31
1688;1688;4;MG;2024-02-05;;ativo;2024-12-31;330;11;2024-10-02;2024-12-31
1689;1689;3;SP;2022-11-03;2024-08-13;cancelou;2024-08-13;649;21;2024-05-15;2024-08-13
1690;1690;1;RJ;2022-08-19;2023-08-18;cancelou;2023-08-18;364;12;2023-05-20;2023-08-18
1691;1691;1;MG;2024-05-23;;ativo;2024-12-31;222;7;2024-10-02;2024-12-31
1692;1692;4;PR;2023-10-17;;ativo;2024-12-31;441;14;2024-10-02;2024-12-31
1693;1693;3;RS;2023-05-30;;ativo;2024-12-31;581;19;2024-10-02;2024-12-31
1694;1694;3;RJ;2023-05-13;;ativo;2024-12-31;598;19;2024-10-02;2024-12-31
1695;1695;2;BA;2022-07-19;;ativo;2024-12-31;896;29;2024-10-02;2024-12-31
